기출년도,과목,문제,보기1,보기2,보기3,보기4,보기5,정답,해설,이미지,이미지정렬,검증됨
"2020","사회복지학개론","11. 지적장애인에게 일상생활기술훈련을 실시하는 사회복지사의 역할은?","1. 교육자(educator)","2. 중재자(mediator)","3. 중개자(broker)","4. 옹호자(advocate)","","1","정답: ①

[해설]
클라이언트에게 필요한 기술(일상생활 기술, 사회적응 기술 등)을 가르치고 훈련시키는 역할은 '교육자(educator)'의 역할입니다.

[오답 분석]
② 중재자(mediator): 갈등 상황에서 중립적인 입장에서 합의를 이끌어내는 역할.
③ 중개자(broker): 클라이언트와 필요한 자원/서비스를 연결해주는 역할.
④ 옹호자(advocate): 클라이언트의 권리를 대변하고 정당한 처우를 받도록 싸워주는 역할.","","center","true"
"2020","사회복지학개론","12. 지역사회에서 이루어지는 활동과 워렌(Warren)이 제시한 지역사회의 기능을 바르게 연결한 것은?","1. 지역주민이 자원봉사 활동을 하는 것: 사회통제 기능","2. 아동을 가정과 학교에서 교육시키는 것: 사회화 기능","3. 이웃 간의 상호작용이나 유대감으로 자신의 행동을 자제하는 것: 사회통합 기능","4. 지역주민이 지역에서 상품을 생산․소비하는 것: 상부상조 기능","","2","정답: ②

[해설]
워렌(Warren)은 지역사회의 기능을 생산·분배·소비, 사회화, 사회통제, 사회참여(사회통합), 상부상조로 구분했습니다.
② '아동을 가정과 학교에서 교육시키는 것'은 사회의 지식, 가치, 규범을 전달하는 과정이므로 '사회화 기능'에 해당하며 올바른 연결입니다.

[오답 분석]
① 자원봉사 활동: 사회통합(사회참여) 또는 상부상조 기능에 가깝습니다. (사회통제 아님)
③ 이웃 간 상호작용으로 행동 자제: 규범을 준수하게 하는 것이므로 '사회통제 기능'에 해당합니다. (사회통합 아님)
④ 상품 생산·소비: 경제적 기능인 '생산·분배·소비 기능'입니다. (상부상조 아님)","","center","true"
"2020","사회복지학개론","13. 강점관점(strength perspective)에 대한 설명으로 옳지 않은 것은?","1. 개인을 진단에 따른 증상을 가진 자로 규정한다.","2. 클라이언트의 문제는 그에게 도전과 기회의 원천이 될 수 있다.","3. 변화를 위한 자원은 클라이언트 체계의 장점, 능력, 적응기술이다.","4. 클라이언트의 잠재역량을 인정하여 자신의 삶을 통제할 수 있도록 힘을 부여하는 것이 중요하다.","","1","정답: ①

[해설]
강점관점은 클라이언트를 문제나 병리(pathology)가 아닌, '강점'과 '가능성'을 가진 존재로 봅니다. ①번처럼 '개인을 진단에 따른 증상을 가진 자로 규정하는 것'은 전통적인 '의료 모델' 또는 '병리적 관점'에 해당합니다.

[오답 분석]
②, ③, ④는 모두 강점관점의 핵심 원칙들입니다 (문제는 도전의 기회, 자원은 내적 강점 및 환경, 역량 강화 강조).","","center","true"
"2020","사회복지학개론","14. 빈곤과 관련된 개념에 대한 설명으로 옳지 않은 것은?","1. 주관적 빈곤선은 적절한 생활수준을 유지하는 데 필요한 소득수준에 대한 개인들의 평가에 근거하여 결정된다.","2. 빈곤율(poverty rate)은 빈곤개인이 전체인구에서 차지하는 비율로 정의된다.","3. 빈곤갭(poverty gap)은 모든 빈곤층의 소득을 빈곤선 수준으로 끌어올리는 데 필요한 총소득이다.","4. 상대빈곤은 최저생계비를 기준으로 결정된다.","","4","정답: ④

[해설]
상대적 빈곤(상대빈곤)은 사회의 평균적인 소득 수준(예: 중위소득의 50%)과 비교하여 빈곤 여부를 결정하는 개념입니다. 반면, '최저생계비'라는 절대적인 기준을 설정하여 빈곤을 정의하는 것은 '절대적 빈곤'입니다.

[오답 분석]
① 주관적 빈곤선: 개인의 주관적 평가에 근거함.
② 빈곤율: 전체 인구 중 빈곤 인구의 비율.
③ 빈곤갭: 빈곤층의 소득을 빈곤선까지 채우는 데 필요한 총액.","","center","true"
"2020","사회복지학개론","15. 복지국가 발전 이론에 대한 설명으로 옳지 않은 것은?","1. 산업화이론: 산업화과정에서 발생한 새로운 욕구를 산업화를 통해 확보한 자원으로 해결하는 과정에서 복지국가가 생성되었다.","2. 독점자본이론: 거대자본과 국가가 융합하여 자본주의체제의 영속화를 도모하는 과정에서 국가가 임금문제나 실업문제에 개입하면서 복지국가가 등장하게 되었다.","3. 사회민주주의이론: 사회적 분배를 둘러싼 다양한 이익집단들의 경쟁에서 정치적 힘이 강해진 집단의 요구를 정치인들이 수용하면서 복지국가가 등장하게 되었다.","4. 국가중심이론: 중앙집권적이거나 조합주의적인 국가구조의 형태와 정치인의 개혁성 등이 사회복지의 수요를 증대시켜서 복지국가가 발전하게 되었다.","","3","정답: ③

[해설]
③번의 설명은 '이익집단론(다원주의 이론)'에 가깝습니다. 이익집단론은 다양한 이익집단 간의 경쟁과 타협의 결과로 복지 정책이 결정된다고 봅니다.
반면, '사회민주주의이론(권력자원론)'은 복지국가의 발전을 노동자 계급(노동조합, 좌파 정당)의 정치적 세력 확대와 권력 자원의 증대로 설명하는 이론입니다. 단순히 다양한 이익집단의 경쟁이 아니라, 노동자 계급의 정치적 힘이 자본가 계급을 압박하여 복지국가를 발전시켰다고 봅니다.","","center","true"
"2020","사회복지학개론","16. 국내 노인 대상 복지 서비스 및 제도에 대한 설명으로 옳은 것은?","1. 노인돌봄종합서비스와 응급안전서비스는 독거노인만을 대상으로 제공된다.","2. 「노인복지법」에 근거하여 매년 10월을 경로의 달로 규정하고 있다.","3. 노인장기요양보험제도는 만 65세 이상 노인에게만 적용된다.","4. 치매국가책임제는 「치매관리법」이 제정되기 이전부터 시행되어 왔다.","","2","정답: ②

[해설]
「노인복지법」 제6조에 따라 매년 10월을 '경로의 달'로, 10월 2일을 '노인의 날'로 규정하고 있습니다.

[오답 분석]
① 노인돌봄종합서비스(현 노인맞춤돌봄서비스 등으로 통합 개편됨)는 독거노인뿐만 아니라 신체·인지 기능 저하로 돌봄이 필요한 노인 등 대상 폭이 더 넓습니다.
③ 노인장기요양보험제도는 65세 이상 노인뿐만 아니라, 65세 미만이라도 '노인성 질병(치매, 뇌혈관성 질환 등)'을 가진 자도 등급 판정을 통해 이용할 수 있습니다.
④ '치매국가책임제'는 문재인 정부(2017년)에서 본격화된 정책이며, 「치매관리법」은 그 이전인 2011년에 제정되었습니다. 법 제정이 정책 선언보다 앞섭니다.","","center","true"
"2020","사회복지학개론","17. 다음 대화에서 사회복지사가 사용한 상담기술은?
클라이언트: 내가 매일 주민센터 가서 아무리 얘기해도
듣는 건지, 안 듣는 건지…공무원들한테는
얘기해도 소용없어.
사회복지사: 여러 번 주민센터에 가서 얘기하셨는데, 그곳의
공무원들이잘들어주지않는다는말씀이신가요?","1. 직면기술","2. 해석기술","3. 재보증기술","4. 명료화기술","","4","정답: ④

[해설]
사회복지사는 클라이언트의 모호한 진술(""얘기해도 소용없어"")을 더 명확하게 이해하기 위해 질문(""~라는 말씀이신가요?"")을 던지고 있습니다. 이는 클라이언트의 말을 구체화하고 정확히 이해했는지 확인하는 '명료화 기술(Clarification)'에 해당합니다.

[오답 분석]
① 직면: 클라이언트의 말과 행동의 불일치를 지적하는 것.
② 해석: 클라이언트의 행동 이면에 있는 의미를 설명해 주는 것.
③ 재보증: 클라이언트의 불안을 줄여주고 자신감을 심어주는 것.","","center","true"
"2020","사회복지학개론","18. 브래드쇼(Bradshaw)의 욕구개념에 대한 설명으로 옳은 것은?","1. 감지적 욕구(felt need): 실제의 욕구충족을 위한 구체적인 행위 혹은 서비스 수요로 파악되는 욕구를 의미한다.","2. 표현적 욕구(expressed need): 특정 집단 구성원의 욕구와 유사한 다른 집단 구성원들의 욕구를 비교할 때 나타나는 욕구를 의미한다.","3. 비교적 욕구(comparative need): 욕구상태에 있는 당사자의 느낌에 의해 인식되는 욕구를 의미한다.","4. 규범적 욕구(normative need): 전문가가 규정해 놓은 바람직한 욕구 수준에 미치지 못할 때 그 차이로 규정되는 욕구를 의미한다.","","4","정답: ④

[해설]
규범적 욕구(normative need)는 전문가나 행정가가 설정한 기준(규범)과 실제 상태와의 차이를 욕구로 정의하는 것입니다. ④번 설명이 정확합니다.

[오답 분석]
① 감지적 욕구(felt need)는 개인이 주관적으로 느끼는 욕구(want)를 말합니다. 행위나 수요로 나타나는 것은 표현적 욕구입니다.
② 표현적 욕구(expressed need)는 감지된 욕구가 실제 행동(신청, 대기자 등록 등)으로 표출된 것을 말합니다. 타 집단과의 비교는 비교적 욕구입니다.
③ 비교적 욕구(comparative need)는 유사한 타 집단이나 타 지역과 비교하여 서비스 수준이 낮을 때 발생하는 욕구를 말합니다. 당사자의 느낌은 감지적 욕구입니다.","","center","true"
"2020","사회복지학개론","19. 우리나라 사회복지사 윤리강령의 내용으로 옳지 않은 것은?","1. 클라이언트를 대상으로 연구하는 사회복지사는 저들의 권리를 보장하기 위해, 자발적이고 고지된 동의를 얻어야 한다.","2. 사회복지사는 한국사회복지사협회의 윤리적 권고와 결정을 존중하여야 한다.","3. 사회복지사는 슈퍼바이저의 전문적 지도와 조언을 존중해야 하며, 슈퍼바이저는 사회복지사의 전문적 업무수행을 도와야 한다.","4. 사회복지사는 동료 혹은, 다른 기관의 클라이언트라 하여도 저들의 이익을 위해 최상의 서비스를 제공하여야 한다.","","4","정답: ④

[해설]
사회복지사 윤리강령에는 ""사회복지사는 동료의 클라이언트를 자신의 클라이언트처럼 대우해서는 안 되며, 동료의 직업적 관계를 존중해야 한다""는 취지의 규정이 있습니다. 또한 ""사회복지사는 적법하고도 적절한 논의 없이 동료나 다른 기관의 클라이언트와 전문적 관계를 맺어서는 안 된다""라고 명시되어 있습니다. ④번처럼 다른 기관이나 동료의 클라이언트에게 무조건적으로 개입하여 최상의 서비스를 제공하려 하는 것은 동료와의 관계를 침해하거나 이중 관계를 형성할 수 있어 윤리적으로 부적절할 수 있습니다.

[오답 분석]
①, ②, ③은 모두 윤리강령에 부합하는 올바른 내용입니다.","","center","true"
"2020","사회복지학개론","20. 다음 설명에 해당하는 제도를 실시한 조선 시대의 구제기관은?
풍년이 들어 곡물 가격이 떨어지면 국가는 곡식을 사들여
저장하고, 흉년이 들어 곡물 가격이 오르면 국가는 저장한
곡물을 방출하여 곡물 가격을 떨어뜨렸다. 이 제도는 곡물
가격의 변동에 따라생활을위협받는일반농민을보호하고
물가를 안정시키기 위한정책이었다.","1. 사창","2. 의창","3. 흑창","4. 상평창","","4","정답: ④

[해설]
지문은 '물가 조절' 기능을 수행한 빈민 구제 제도인 '상평창(常平倉)'에 대한 설명입니다. 상평창은 평상시(풍년)에 곡식을 사들이고 흉년에 싸게 방출하여 물가를 조절함으로써 백성의 생활 안정을 도모했습니다.

[오답 분석]
① 사창: 민간(향촌) 자치적으로 운영된 곡물 대여 기관.
② 의창: 흉년에 곡식을 빌려주고 추수기에 갚게 하는 춘대추납(春貸秋納) 제도.
③ 흑창: 고려 시대 태조가 설치한 빈민 구제 기관(의창의 전신).","","center","true"
