기출년도,과목,문제,보기1,보기2,보기3,보기4,보기5,정답,해설,이미지,이미지정렬,검증됨
"2024","사회복지학개론","11. 「정신건강증진 및 정신질환자 복지서비스 지원에 관한 법률」상 정신건강사회복지사의 업무가 아닌 것은?","1. 정신과 약물의 처방","2. 정신재활시설의 운영","3. 정신건강복지에 관한 조사 및 연구","4. 정신건강증진사업 수행 및 교육","","1","정신과 약물의 처방은 의사의 고유 권한이며, 정신건강사회복지사의 업무가 아닙니다. 동법 시행령에 규정된 정신건강사회복지사의 업무는 정신건강복지에 관한 조사·연구, 사회복귀 촉진을 위한 생활훈련 및 작업훈련, 정신질환자와 그 가족에 대한 상담·지도 등입니다.","","center","true"
"2024","사회복지학개론","12. 사회복지사가 활용하는 사정도구에 대한 설명으로 옳은 것만을 모두 고르면?
ㄱ. 생태도(ecomap)는 클라이언트와 주변 체계 간의 관계를 
도식화한 것이다.
ㄴ. 사회도(sociogram)는 집단 구성원 간 상호작용의 질적인 
관계를 도식화한 것이다.
ㄷ. 생활력 도표(life history grid)는 클라이언트의 사회적 
기능을 파악하는 데 필요한 요소를 사정하는 도표이다.
ㄹ. 가계도(genogram)는 클라이언트가 속한 가족구성원과 
가족관계를 도식화한 것이다.","1. ㄱ, ㄷ","2. ㄴ, ㄹ","3. ㄱ, ㄴ, ㄹ","4. ㄱ, ㄷ, ㄹ","","3","ㄱ, ㄴ, ㄹ은 모두 올바른 설명입니다.
ㄷ. 생활력 도표(Life History Grid)는 클라이언트의 생애 동안 발생한 주요 사건과 시기별 문제를 연대기적으로 정리한 표입니다. 이는 특정 시점의 사회적 기능 요소 자체를 사정하기보다는, 시간의 흐름에 따른 생활 경험과 사건의 연관성을 파악하는 도구입니다. (따라서 출제 의도상 ㄷ은 제외됨)","","center","true"
"2024","사회복지학개론","13. 소득재분배에 대한 설명으로 옳은 것은?","1. 가족수당은 수평적 재분배가 아닌 수직적 재분배가 발생하는 제도이다.","2. 건강보험은 수평적 재분배와 수직적 재분배가 동시에 발생하는 제도이다.","3. 적립방식연금은 세대 내 재분배가 아닌 세대 간 재분배가 발생하는 제도이다.","4. 적립방식연금은 장기적 재분배가 아닌 단기적 재분배가 발생하는 제도이다.","","2","건강보험(사회보험)은 소득에 비례하여 보험료를 부과하므로 고소득층에서 저소득층으로의 '수직적 재분배' 효과가 있고, 위험 발생 가능성에 관계없이 필요에 따라 급여를 받으므로 위험 분산을 통한 '수평적 재분배' 효과도 동시에 가집니다.

① 가족수당은 부양가족 수에 따른 급여이므로 수평적 재분배가 강하게 나타납니다.
③ 적립방식은 나의 기여금을 적립해 내가 받는 구조이므로 세대 내(개인적) 재분배 성격이 강하며, 세대 간 재분배는 부과방식(pay-as-you-go)에서 발생합니다.
④ 적립방식은 장기간 적립 후 지급하므로 장기적 재분배 성격을 갖습니다.","","center","true"
"2024","사회복지학개론","14. 일반체계이론의 주요 개념에 대한 설명으로 옳지 않은 것은?","1. 시너지(synergy): 체계 내부 또는 외부와의 상호작용이 증가함으로써 체계 내에 유용한 에너지가 증가하는 현상","2. 안정상태(steady state): 외부환경으로부터 에너지의 투입 없이 체계 내의 평형상태를 유지하려는 속성","3. 홀론(holon): 특정 체계가 그 체계를 구성하는 작은 체계의 상위체계임과 동시에, 그 체계를 둘러싼 큰 체계의 하위체계가 되는 현상","4. 경계(boundary): 외부환경과 대상체계를 구분하는 일종의 테두리","","2","안정상태(Steady state) 또는 항상성은 개방 체계가 외부 환경과 에너지를 주고받으며 역동적인 균형을 유지하려는 속성입니다. '외부환경으로부터 에너지의 투입 없이' 평형을 유지하려는 것은 폐쇄 체계의 평형 상태(equilibrium)나 엔트로피 증가에 가까운 설명이며, 건강한 체계의 안정상태는 지속적인 에너지 교환(네겐트로피)을 전제로 합니다.","","center","true"
"2024","사회복지학개론","15. 사회복지 발달이론에 대한 설명으로 옳지 않은 것은?","1. 산업화 이론은 산업화를 통한 경제성장이 사회문제에 대응할 수 있는 자원확보를 가능하게 하여 사회복지가 발달한다고 주장한다.","2. 확산이론은 한 나라의 사회복지정책이 다른 나라에 전파됨으로써 사회복지가 발달한다고 주장한다.","3. 이익집단이론은 공공정책에 영향을 미치려는 이익집단 간의 갈등과 타협을 통해 사회복지가 발달한다고 주장한다.","4. 국가중심이론은 지배계급이 소외계층의 불만을 경감시켜 사회질서를 유지하고 자신들의 기득권을 지키기 위해 사회복지를 발달시킨다고 주장한다.","","4","④번 지문의 내용은 '음모이론(사회통제이론)'이나 마르크스주의적 관점에 대한 설명입니다. 지배계급이 기존 질서를 유지하고 노동력을 재생산하기 위해 복지를 제공한다고 봅니다.
반면, '국가중심이론'은 사회복지 정책의 발달이 국가(관료 조직, 행정가 등)의 독립적인 주체성, 자율성, 구조적 요인에 의해 주도된다고 보는 이론입니다.","","center","true"
"2024","사회복지학개론","16. 밑줄 친 ‘제도’ 시행의 결과로 옳은 것은?
18세기 후반 영국 버크셔(Berkshire)에서 시행된 이 ‘제도
’는 
최저생활 기준에 미달되는 임금부족분을 보조해 주기 위해 
제정되었다.","1. 빈민의 노동 동기가 강화되었다.","2. 빈민의 거주 이전의 자유가 통제되었다.","3. 고용주로부터 받는 임금이 하락하였다.","4. 원외구호가 인정되었다.","","3","이 제도는 '스핀햄랜드법(Speenhamland Act)'입니다. 빈민에게 임금 보조금을 지급했으나, 고용주들이 이를 악용하여 임금을 삭감하는 결과를 초래했습니다. 결국 고용주로부터 받는 임금이 하락하고, 빈민들은 보조금에 의존하게 되어 노동 의욕이 저하되었다는 비판을 받았습니다.","","center","true"
"2024","사회복지학개론","17. 사회복지실천이 전통적 접근법에서 통합적 접근법(generalist approach/integrated approach)으로 변화하게 된 배경으로 옳지 않은 것은?","1. 서비스의 파편화 현상 방지","2. 전문직으로서의 정체성 확립 신장","3. 사회복지사의 직장 선택과 이동의 용이성 제고","4. 사회복지 분야별 분업화 촉진","","4","통합적 접근법은 전통적인 방법론(개별사회사업, 집단사회사업 등)의 파편화와 지나친 전문화·분업화로 인해 복합적인 문제를 가진 클라이언트에게 적절히 대응하지 못하는 문제를 해결하기 위해 등장했습니다. 따라서 '사회복지 분야별 분업화 촉진'은 통합적 접근법의 등장 배경이나 목적과 반대되는 내용입니다.","","center","true"
"2024","사회복지학개론","18. 표본추출에 대한 설명으로 옳지 않은 것은?","1. 체계적 표집(systematic sampling)은 전체 목록에서 매 k번째의 요소를 표본으로 추출하는 방법이다.","2. 할당 표집(quota sampling)은 모집단을 일정한 하위집단으로 나눈 후, 무작위로 표본을 추출하는 방법이다.","3. 눈덩이 표집(snowball sampling)은 특정 모집단의 구성원을 찾기 어려울 때 활용하는 표집방법이다.","4. 군집 표집(cluster sampling)은 대규모 조사에서 활용하는 표집방법이다.","","2","할당 표집(Quota Sampling)은 비확률 표집 방법으로, 모집단을 일정한 기준에 따라 하위집단으로 나눈 후, 조사자가 임의로(작위적으로) 표본을 추출하는 방식입니다. '무작위로 표본을 추출하는 것'은 확률 표집인 '층화 표집(Stratified Sampling)'에 대한 설명입니다.","","center","true"
"2024","사회복지학개론","19. 사회복지의 이념에 대한 설명으로 옳지 않은 것은?","1. 페이비언 사회주의(Fabian Socialism)는 국가의 역할을 강조하지만, 복지국가에 반대한다.","2. 중도노선(Middle Way)은 시장을 중시하지만, 자본주의의 문제해결을 위한 국가의 제한적인 역할도 인정한다.","3. 마르크스주의(Marxism)는 적극적 자유, 평등, 우애의 가치를 중시하지만, 복지국가를 비판한다.","4. 신우파(New Right)는 개인의 자유를 최우선시하는 이념으로, 복지 증대를 위한 국가의 역할에 대해 비판한다.","","1","페이비언 사회주의(Fabian Socialism)는 점진적인 사회 개혁을 통해 사회주의를 실현하고자 했으며, 국가의 적극적인 개입을 통한 복지국가의 확대를 강력히 옹호했습니다. 따라서 '복지국가에 반대한다'는 설명은 틀렸습니다. 복지국가에 반대하는 입장은 주로 신자유주의(신우파)나 마르크스주의(자본주의 유지 수단으로 비판)입니다.","","center","true"
"2024","사회복지학개론","20. 사회복지의 가치에 대한 설명으로 옳은 것은?","1. 사회복지가 추구하는 자유는 적극적 자유가 아니라 소극적 자유이다.","2. 수량적 평등은 가장 소극적인 평등 개념으로 공평한 기회의 제공을 강조한다.","3. 비례적 평등은 인간의 노력, 능력, 기여 등에 따라 사회적 자원을 다르게 분배하는 것을 평등으로 인식한다.","4. 기계적 연대는 노동분화의 수준이 높은 사회에서 나타난다.","","3","비례적 평등(Proportional Equality)은 공평(Equity)이라고도 하며, 개인의 노력, 기여, 능력, 욕구 등에 따라 사회적 자원을 다르게 분배하는 것을 공평하다고 보는 개념입니다.

① 사회복지는 빈곤과 억압으로부터의 자유인 '적극적 자유'를 추구합니다.
② 수량적 평등(결과의 평등)은 가장 적극적인 평등 개념입니다. (기회의 평등이 소극적 평등)
④ 기계적 연대(Mechanical Solidarity)는 뒤르켐의 이론에서 분업화 수준이 낮은 전통 사회에서 나타나는 연대입니다. 현대 사회는 유기적 연대가 나타납니다.","","center","true"
