기출년도,과목,문제,보기1,보기2,보기3,보기4,보기5,정답,해설,이미지,이미지정렬,검증됨
"2025","사회복지학개론","11. 생태도(ecomap)에 대한 설명으로 옳은 것만을 모두 고르면?
ㄱ. 여러 세대에 걸친 가족관계 양상을 분석할 때 활용된다.
ㄴ. 클라이언트의 가족 및 환경체계 간의 관계를 그림으로 
나타낸다.
ㄷ. 가족과 외부 환경 간 자원교환을 파악하고 개입계획을 
세우는 데 유용하다.
ㄹ. 생애사건이 클라이언트의 현재 문제에 미친 영향력을 파악
할 수 있다.","1. ㄱ, ㄴ","2. ㄱ, ㄷ","3. ㄴ, ㄷ","4. ㄴ, ㄹ","","3","정답 분석:
ㄴ. 생태도는 클라이언트(가족)와 그를 둘러싼 주변 환경체계들 간의 관계를 시각적으로(그림으로) 표현한 도구입니다. (O)
ㄷ. 가족과 외부 환경 간의 에너지 흐름, 자원 교환, 관계의 질(갈등, 친밀 등)을 파악하여 개입 계획을 세우는 데 유용합니다. (O)

오답 분석:
ㄱ. 여러 세대에 걸친 가족관계 양상을 분석하는 것은 '가계도(Genogram)'에 대한 설명입니다.
ㄹ. 생애사건이 현재 문제에 미친 영향력을 파악하는 것은 주로 '생활력 도표(Life History Grid)'와 관련이 깊습니다. 생태도는 '현재'의 환경적 상호작용에 초점을 둡니다.","","center","true"
"2025","사회복지학개론","12. 장애인복지 법령상 신체적 장애 중 외부 신체기능 장애에 해당하는 것만을 모두 고르면?
ㄱ. 지체장애      ㄷ. 뇌전증장애
ㄴ. 뇌병변장애   ㄹ. 호흡기장애","1. ㄱ, ㄴ","2. ㄱ, ㄷ","3. ㄴ, ㄹ","4. ㄷ, ㄹ","","1","정답 분석:
장애인복지법상 신체적 장애는 '외부 신체기능의 장애'와 '내부 기관의 장애'로 나뉩니다.
ㄱ. 지체장애: 외부 신체기능 장애 (O)
ㄴ. 뇌병변장애: 외부 신체기능 장애 (O)
(※ 뇌병변장애는 중추신경 손상으로 인한 복합적 장애이나 법적으로 외부 신체기능 장애로 분류됩니다.)

오답 분석:
ㄷ. 뇌전증장애: 내부 기관의 장애 (X)
ㄹ. 호흡기장애: 내부 기관의 장애 (X)
(※ 내부 기관의 장애: 신장, 심장, 간, 호흡기, 장루·요루, 뇌전증)","","center","true"
"2025","사회복지학개론","13. 측정의 신뢰도에 대한 설명으로 옳지 않은 것은?","1. 신뢰도는 측정값들의 일관성을 의미한다.","2. 측정의 무작위적 오류가 적을수록 신뢰도가 높아진다.","3. 질문 문항을 분명하게 작성하여 모호성을 줄이면 신뢰도가 높아진다.","4. 검사－재검사법에서는 크론바흐 알파(Cronbach’s ) 값을 통해 신뢰도를 확인할 수 있다.","","4","정답 분석:
④ '검사-재검사법(Test-Retest Method)'은 동일한 척도로 시차를 두고 두 번 검사하여 그 상관관계(r)를 구하는 방법입니다. '크론바흐 알파(Cronbach's α)' 계수는 '반분법'의 논리를 확장하여 문항들 간의 내적 일관성을 측정하는 계수입니다. 즉, 검사-재검사법과 크론바흐 알파는 서로 다른 신뢰도 측정 방법입니다.

오답 분석:
① 신뢰도는 반복 측정 시 동일한 결과가 나오는 정도, 즉 일관성(consistency)을 의미합니다.
② 측정의 무작위적 오류(random error)가 줄어들수록 측정값이 일정해지므로 신뢰도는 높아집니다.
③ 질문 문항이 모호하지 않고 명확할수록 응답의 일관성이 확보되어 신뢰도가 높아집니다.","","center","true"
"2025","사회복지학개론","14. 스위스(Swiss)가 제시한 총체적 품질관리(Total Quality Management)의 원리로 옳은 것만을 모두 고르면?
ㄱ. 서비스의 질은 궁극적으로 전문가가 결정한다.
ㄴ. 서비스 변이성이 클수록 고품질 서비스를 산출할 수 있다.
ㄷ. 고품질 서비스는 개인의 노력보다는 조직 내 팀의 협력 
활동에 따른 결과이다.","1. ㄱ","2. ㄷ","3. ㄱ, ㄴ","4. ㄴ, ㄷ","","2","정답 분석:
ㄷ. TQM은 품질 향상이 개인의 노력보다는 조직 구성원 전체의 참여와 팀 협력(Teamwork)을 통해 이루어진다고 봅니다. (O)

오답 분석:
ㄱ. TQM에서 서비스의 질(품질)은 전문가가 아닌 '고객(소비자)'이 결정하고 정의합니다. 고객 만족이 최우선 목표입니다.
ㄴ. 제조업 기반의 TQM 이론에서 '변이성(variability)'은 불량의 원인이므로, 변이성이 '적을수록' 품질이 일정하게 유지되어 고품질로 간주됩니다. 표준화를 통해 변동을 줄이는 것이 목표입니다.","","center","true"
"2025","사회복지학개론","15. 「청소년복지 지원법」상 청소년복지시설에 해당하지 않는 것은?","1. 청소년쉼터","2. 청소년수련관","3. 청소년자립지원관","4. 청소년치료재활센터","","2","정답 분석:
② **청소년수련관**은 「청소년활동 진흥법」에 따른 '청소년수련시설'에 해당합니다. 「청소년복지 지원법」상의 시설이 아닙니다.

오답 분석:
「청소년복지 지원법」 제31조에 명시된 청소년복지시설은 다음과 같습니다.
1. 청소년쉼터 (①)
2. 청소년자립지원관 (③)
3. 청소년치료재활센터 (④)
4. 청소년회복지원시설","","center","true"
"2025","사회복지학개론","16. 확률표집(probability sampling)에 해당하는 표집 방법은?","1. 층화표집(stratified sampling)","2. 유의표집(purposive sampling)","3. 눈덩이표집(snowball sampling)","4. 편의표집(convenience sampling)","","1","정답 분석:
① **층화표집(Stratified Sampling)**은 모집단을 동질적인 하위 집단으로 나눈 뒤, 각 집단에서 무작위로 표본을 추출하는 방법으로, 대표적인 '확률표집' 방법입니다.

오답 분석:
② 유의표집(Purposive Sampling): 조사자의 주관적 판단으로 표본을 선정하는 '비확률표집'입니다.
③ 눈덩이표집(Snowball Sampling): 연결망을 통해 표본을 늘려가는 '비확률표집'입니다.
④ 편의표집(Convenience Sampling): 손쉽게 구할 수 있는 대상을 표본으로 삼는 '비확률표집'입니다.","","center","true"
"2025","사회복지학개론","17. 헌법 제34조에 명시된 내용에 해당하지 않는 것은?","1. 모든 국민은 인간다운 생활을 할 권리를 가진다.","2. 국가는 사회보장ㆍ사회복지의 증진에 노력할 의무를 진다.","3. 국가는 노인과 청소년의 복지향상을 위한 정책을 실시할 의무를 진다.","4. 국가와 지방자치단체는 모든 국민의 인간다운 생활을 유지ㆍ증진하는 책임을 가진다.","","4","정답 분석:
④ 헌법 제34조 제1항은 ""모든 국민은 인간다운 생활을 할 권리를 가진다.""라고 규정하고, 제2항에서 ""국가는 사회보장·사회복지의 증진에 노력할 의무를 진다.""라고 하여 주체를 '국가'로 명시하고 있습니다. 보기 ④처럼 ""국가와 지방자치단체""가 함께 책임을 진다는 문구는 헌법 제34조 조문에는 명시되어 있지 않습니다. (※ '사회보장기본법' 등 하위 법률에서는 국가와 지자체의 책임을 함께 명시하지만, 헌법 조문 자체를 묻는 문제에서는 엄밀히 구분해야 합니다.)

오답 분석:
① 헌법 제34조 제1항 내용입니다.
② 헌법 제34조 제2항 내용입니다.
③ 헌법 제34조 제4항 ""국가는 노인과 청소년의 복지향상을 위한 정책을 실시할 의무를 진다.""에 해당합니다.","","center","true"
"2025","사회복지학개론","18. 조선시대에 운영된 빈민구제기관에 해당하지 않는 것은?","1. 상평창","2. 제위보","3. 혜민서","4. 활인서","","2","정답 분석:
② **제위보(濟危寶)**는 '고려시대'에 설치된 빈민 구제 기금(기관)입니다. 기금을 마련하여 그 이자로 빈민과 병자를 구제했습니다.

오답 분석:
① 상평창: 조선시대 물가 조절 및 빈민 구제 기관입니다.
③ 혜민서: 조선시대 서민 의료 구제 기관입니다.
④ 활인서: 조선시대 도성 내의 병자 구호 및 빈민 수용 기관입니다.","","center","true"
"2025","사회복지학개론","19. 핀커스와 미나한(Pincus & Minahan)이 제시한 사회복지실천의 구성요소에 대한 설명으로 옳지 않은 것은?","1. 사회복지사가 소속된 기관은 변화매개체계에 해당한다.","2. 클라이언트체계는 잠재적으로 복지 지원이 필요한 모든 지역주민이다.","3. 목표달성을 위해 변화시킬 필요가 있는 사람은 표적체계에 해당한다.","4. 행동체계는 사회복지사의 활동 목적을 달성하기 위해 공동으로 노력하는 사람과 기관이다.","","2","정답 분석:
② **클라이언트 체계(Client System)**는 사회복지사에게 도움을 요청하거나 서비스를 제공받기로 '동의(계약)'하고 혜택을 받는 사람들을 의미합니다. 단순히 '잠재적으로 복지 지원이 필요한 모든 지역주민'을 지칭하는 것은 아닙니다.

오답 분석:
① 변화매개체계(Change Agent System): 사회복지사와 그가 소속된 기관을 말합니다.
③ 표적체계(Target System): 변화의 목표를 달성하기 위해 변화되어야 할 대상이나 사람을 말합니다.
④ 행동체계(Action System): 목표 달성을 위해 사회복지사와 함께 일하고 협력하는 사람이나 기관들을 말합니다.","","center","true"
"2025","사회복지학개론","20. 사회복지 관련 기념일과 그 근거 법률이 바르게 짝지어진 것만을 모두 고르면?
ㄱ. 입양의 날－입양특례법
ㄴ. 가정의 날－건강가정기본법
ㄷ. 청소년의 날－청소년활동 진흥법","1. ㄱ, ㄴ","2. ㄱ, ㄷ","3. ㄴ, ㄷ","4. ㄱ, ㄴ, ㄷ","","1","정답 분석:
ㄱ. 입양의 날(5월 11일)은 「입양특례법」에 규정되어 있습니다. (O)
ㄴ. 가정의 날(5월 15일)은 「건강가정기본법」에 규정되어 있습니다. (O)

오답 분석:
ㄷ. 청소년의 날(9월 셋째 주 토요일)은 「청소년 기본법」에 규정되어 있습니다. 「청소년활동 진흥법」이 아닙니다.","","center","true"
