기출년도,과목,문제,보기1,보기2,보기3,보기4,보기5,정답,해설,이미지,이미지정렬,검증됨
"2022","사회복지학개론","11. 연대별로 제정된 사회복지 관련법이 바르게 짝지어진 것은?","1. 1960년대 － 「생활보호법」, 「군인연금법」","2. 1970년대 － 「사회보장에 관한 법률」, 「모자복지법」","3. 1980년대 － 「사회복지 사업법」, 「사회복지 공동모금회법」","4. 1990년대 － 「노인복지법」, 「사회보장기본법」","","1","① 1960년대: 「생활보호법」(1961), 「군인연금법」(1963)은 모두 1960년대에 제정되었습니다.

[오답 분석]
② 「사회보장에 관한 법률」(1963)은 1960년대, 「모자복지법」(1989)은 1980년대 제정입니다.
③ 「사회복지 사업법」(1970)은 1970년대, 「사회복지 공동모금회법」(1997)은 1990년대 제정입니다.
④ 「노인복지법」(1981)은 1980년대, 「사회보장기본법」(1995)은 1990년대 제정입니다.","","center","true"
"2022","사회복지학개론","12. 조지와 윌딩(George & Wilding)이 제시한 사회복지 이념에 대한 설명으로 옳지 않은 것은?","1. 반집합주의는 국가의 개입이 시장경제의 효율성을 저해하므로 불평등을 완화하려는 복지국가에 찬성하지 않는다.","2. 페이비언 사회주의는 평등과 공동체의 이익을 강조하며, 불평등을 완화하려는 국가의 개입을 지지한다.","3. 소극적 집합주의는 시장을 중시하며, 자본주의 체제의 조절 능력을 믿어 복지국가에 반대한다.","4. 마르크스주의는 시장경제를 부정하고, 불평등을 자본주의 체제의 붕괴로 해결할 수 있다고 믿으며 복지국가에 반대한다.","","3","③ 소극적 집합주의(Reluctant Collectivism)는 베버리지(Beveridge)나 케인스(Keynes)의 사상을 기반으로 하며, 자본주의의 실패를 수정하고 보완하기 위해 국가의 개입(복지국가)을 '필요악'으로 인정합니다. 즉, 자본주의 체제의 생존과 효율성을 위해 **복지국가에 찬성(지지)**하는 입장입니다. '복지국가에 반대한다'는 설명은 틀렸습니다.

[오답 분석]
① 반집합주의: 자유방임주의와 유사하며, 복지국가가 시장의 효율성을 저해한다고 보아 반대합니다.
② 페이비언 사회주의: 평등과 박애를 중시하며 복지국가를 적극 지지합니다.
④ 마르크스주의: 복지국가는 자본주의를 유지하기 위한 수단일 뿐이며, 근본적인 불평등 해결은 체제 변혁을 통해서만 가능하다고 보아 복지국가에 비판적/반대합니다.","","center","true"
"2022","사회복지학개론","13. 사회구성주의에 기반한 사회복지실천 관점에 대한 설명으로 옳은 것만을 모두 고르면?
ㄱ. 외적으로 동일한 현상도 개인의 믿음, 전통, 관습 등에 
따라 다르게 인식될 수 있음을 강조한다.
ㄴ. 과거의 객관적 실체와 사실관계 파악이 문제 해결의 
기초라고 전제한다.
ㄷ. 현실에 대한 사회적 구성은 주로 대화를 통해 이루어진다고 
본다.","1. ㄱ, ㄴ","2. ㄱ, ㄷ","3. ㄴ, ㄷ","4. ㄱ, ㄴ, ㄷ","","2","사회구성주의(Social Constructivism)는 현실이 객관적으로 존재하는 것이 아니라 사회적 상호작용과 언어를 통해 구성된다고 봅니다.

ㄱ (옳음): 개인의 주관적 인식을 중시합니다.
ㄴ (틀림): '객관적 실체와 사실관계 파악'을 중시하는 것은 실증주의적 관점입니다. 구성주의는 객관적 진실보다 클라이언트가 부여하는 의미(해석)를 중시합니다.
ㄷ (옳음): 대화와 언어적 상호작용을 통해 현실이 구성된다고 봅니다.

따라서 옳은 것은 ㄱ, ㄷ입니다.","","center","true"
"2022","사회복지학개론","14. 등간(interval) 척도에 대한 설명으로 옳은 것만을 모두 고르면?
ㄱ. 비수량적인 상호 배타적 속성을 나타낸 것이다.
ㄴ. 속성들 간의 거리를 일정한 간격으로 구분한 것이다.
ㄷ. 해당 속성이 전혀 없는 상태인 절대 0값이 존재한다.","1. ㄱ","2. ㄴ","3. ㄱ, ㄷ","4. ㄴ, ㄷ","","2","ㄱ (틀림): '비수량적인 상호 배타적 속성'을 나타내는 것은 **명목척도(nominal scale)**입니다.
ㄴ (옳음): **등간척도(interval scale)**는 서열뿐만 아니라 속성들 간의 간격이 일정하다는 특징을 가집니다 (예: 온도, IQ).
ㄷ (틀림): '절대 0값(absolute zero)'이 존재하는 것은 **비율척도(ratio scale)**입니다. 등간척도는 임의적인 0점(arbitrary zero)을 가집니다.

따라서 옳은 것은 ㄴ입니다.","","center","true"
"2022","사회복지학개론","15. 집단사회복지에서 파펠과 로스먼(Papell & Rothman)이 제시한 3가지 모델에 관한 설명으로 옳지 않은 것은?","1. 치료 모델에서는 개인의 치료와 재활을 위한 도구로 집단을 활용한다.","2. 치료 모델은 사회적 기능 수행상 문제가 있는 개인의 회복을 위해 임상에서 사용된다.","3. 사회적 목표 모델은 집단성원에게 기술과 정보를 제공할 목적을 가지며, 교육과 강의 중심으로 구성된다.","4. 상호작용 모델은 집단성원 간의 공생적이며 상호적인 관계를 통해 문제를 해결하는 것에 초점을 둔다.","","3","③ **사회적 목표 모델(Social Goals Model)**은 민주시민의 역량 개발, 사회적 의식 고취, 사회적 책임 등을 강조하며 지역사회 문제 해결이나 사회 변혁을 목표로 합니다. '기술과 정보를 제공할 목적을 가지며 교육과 강의 중심으로 구성된다'는 설명은 집단 모델 중 교육 집단이나 치료 모델의 일부 특성에 가까우며, 사회적 목표 모델의 핵심 정의와는 거리가 멉니다. 사회적 목표 모델은 토론, 합의, 집단행동 등을 중시합니다.

[오답 분석]
①, ② 치료 모델(Remedial Model): 개인의 치료, 재활, 행동 수정 등을 목적으로 하며 임상 상황에서 주로 사용됩니다.
④ 상호작용 모델(Reciprocal Model): 집단성원 간, 그리고 집단과 사회 간의 상호작용과 공생적 관계를 강조합니다.","","center","true"
"2022","사회복지학개론","16. 사회복지실천의 기록 유형에 관한 설명으로 옳은 것은?","1. 문제중심기록은 문제영역을 목록화하여 각 문제에 대한 주관적 정보, 객관적 정보, 사정, 계획을 기록한다.","2. 이야기체기록은 사회복지사와 클라이언트 간에 있었던 모든 일을 대화 형태로 기록한다.","3. 과정기록은 정보수집을 통해 얻은 자료를 선택하여 핵심 내용을 중심으로 기록한다.","4. 요약기록은 사회복지사의 성찰과 슈퍼비전을 위해, 면접 내용과 슈퍼바이저 코멘트 부분을 구분하여 기록한다.","","1","① **문제중심기록(Problem-Oriented Record)**은 문제 영역을 규명하고 목록화하여 각 문제에 대해 주관적 정보(S), 객관적 정보(O), 사정(A), 계획(P)의 형식(SOAP)으로 기록하는 방법입니다.

[오답 분석]
② 이야기체 기록: 클라이언트와의 상호작용을 이야기하듯 서술하는 방식이지만, '모든 일을 대화 형태로' 기록하는 것은 **과정 기록(Process Record)**에 가깝습니다. 이야기체 기록은 요약하여 서술형으로 작성합니다.
③ 과정 기록: '있는 그대로(verbatim)' 대화와 행동을 세세하게 기록하는 것으로, '핵심 내용을 중심으로 선택'하는 것은 **요약 기록**에 가깝습니다.
④ 요약 기록: 시간의 흐름이나 주제에 따라 내용을 축약 정리하는 것입니다. '면접 내용과 슈퍼바이저 코멘트 부분을 구분'하는 형식은 주로 **과정 기록**에서 슈퍼비전을 받기 위해 사용하는 양식입니다.","","center","true"
"2022","사회복지학개론","17. 「사회보장급여의 이용․제공 및 수급권자 발굴에 관한 법률」상 시․군․구 지역사회보장에 관한 계획에 대한 설명으로 옳은 것만을 모두 고르면?
ㄱ. 시․군․구 생활보장위원회가 심의한다.
ㄴ. 지역사회보장에 관한 계획은 4년마다 수립한다.
ㄷ. 시․군․구 의회 보고를 거쳐 보건복지부장관에게 
제출하여야 한다.","1. ㄱ","2. ㄴ","3. ㄴ, ㄷ","4. ㄱ, ㄴ, ㄷ","","2","ㄴ (옳음): 지역사회보장계획은 **4년마다** 수립해야 합니다.

[오답 분석]
ㄱ (틀림): 시·군·구 지역사회보장계획은 **'지역사회보장협의체'**의 심의를 거칩니다. (생활보장위원회가 아님)
ㄷ (틀림): 시·군·구청장은 계획을 수립하여 시·군·구 의회에 보고한 후 **'시·도지사'**에게 제출해야 합니다. (바로 보건복지부장관에게 제출하는 것이 아님)","","center","true"
"2022","사회복지학개론","18. 「기초연금법」상 기초연금에 대한 설명으로 옳지 않은 것은?","1. 노인에게 안정적인 소득 기반을 제공함으로써 노인의 생활 안정을 지원하고 복지를 증진함을 목적으로 한다.","2. 노령으로 인한 소득감소를 보전하기 위한 국민연금의 급여 유형 중 하나이다.","3. 「공무원연금법」에 따른 퇴직연금을 받는 사람에게는 지급하지 않는다.","4. 기준연금액은 그 전년도의 기준연금액에 대통령령으로 정하는 바에 따라 전국소비자물가변동률을 반영하여 매년 고시한다.","","2","② 기초연금은 국민연금과는 별개의 제도로, 세금(조세)을 재원으로 하여 소득 인정액이 일정 수준 이하인 노인에게 지급하는 공공부조적 성격을 띤 수당입니다. 따라서 '국민연금의 급여 유형 중 하나'라는 설명은 틀렸습니다.

[오답 분석]
① 노인의 생활 안정과 복지 증진 목적 (옳음)
③ 공무원연금 등 직역연금 수급권자는 원칙적으로 지급 대상에서 제외 (옳음)
④ 기준연금액은 물가변동률을 반영하여 매년 조정 고시 (옳음)","","center","true"
"2022","사회복지학개론","19. 「사회보장급여의 이용․제공 및 수급권자 발굴에 관한 법률」상 시․군․구 지역사회보장협의체가 심의ㆍ자문하는 업무로 명시되지 않은 것은?","1. 시․군․구 사회보장급여 제공에 관한 사항","2. 시․군․구 지역사회보장지표에 관한 사항","3. 시․군․구 사회복지시설 평가 기준 제정에 관한 사항","4. 읍․면․동 단위 지역사회보장협의체 구성 및 운영에 관한 사항","","3","③ '사회복지시설 평가 기준 제정에 관한 사항'은 지역사회보장협의체의 업무가 아닙니다. 사회복지시설의 평가 기준은 보건복지부(중앙정부) 차원에서 정하는 사항입니다.

[오답 분석]
지역사회보장협의체의 심의·자문 사항:
① 사회보장급여 제공에 관한 사항
② 지역사회보장지표에 관한 사항
④ 읍·면·동 단위 지역사회보장협의체 구성 및 운영에 관한 사항
그 외 지역사회보장계획 수립·시행 및 평가에 관한 사항 등.","","center","true"
"2022","사회복지학개론","20. 「사회복지법인 및 사회복지시설 재무․회계 규칙」에 따른 후원금 관리 방법으로 옳은 것만을 모두 고르면?
ㄱ. 사회복지시설거주자가 받은 개인결연후원금은 당해인이 
정신질환으로 인해 관리능력이 없을 경우 사회복지시설의 
장이 관리할 수 있다.
ㄴ. 연 1회 이상 해당 후원금의 수입 및 사용내용을 후원금을 
낸 법인․단체 또는 개인에게 통보한다.
ㄷ. 후원금의 수입 및 지출을 세입․세출 예산으로 편성하여 
사용한다.","1. ㄱ, ㄴ","2. ㄱ, ㄷ","3. ㄴ, ㄷ","4. ㄱ, ㄴ, ㄷ","","4","ㄱ, ㄴ, ㄷ 모든 항목이 「사회복지법인 및 사회복지시설 재무·회계 규칙」에 부합하는 옳은 내용입니다.

ㄱ: 시설 거주자가 정신질환 등으로 후원금을 직접 관리할 능력이 없는 경우, 시설장이 이를 관리할 수 있습니다.
ㄴ: 후원금의 수입 및 사용 결과는 연 1회 이상 후원자에게 통보해야 합니다.
ㄷ: 모든 후원금(지정후원금, 비지정후원금)은 법인이나 시설의 세입·세출 예산에 편성하여 투명하게 관리해야 합니다.","","center","true"
